,id,symbol,type,interval,amount,startDate,endDate,buy,sell,growth/drop,closed,high,low,Volume,RSI,sell_zscore
77,168abd0a-82ca-11ec-b08a-f4d1080d95a2,TRXUSDT,rsi,15m,500,2022-01-31 19:15:00,2022-01-31 20:45:00,0.0589,0.05862,-0.47538200339558995,True,0.05901,0.0585,7018312.7,61.58167815645361,0.0
78,30d762c6-82cc-11ec-8446-f4d1080d95a2,SYSUSDT,rsi,15m,500,2022-01-31 19:30:00,2022-01-31 20:00:00,0.7623,0.7498,-1.6397743670470886,True,0.7647,0.7498,317548.0,57.38547924373688,0.0
79,3c8a758f-82cc-11ec-b2b7-f4d1080d95a2,LAZIOUSDT,rsi,15m,500,2022-01-31 19:30:00,2022-01-31 21:00:00,3.0922,3.1264,1.1060086669684945,True,3.1398,3.0694,3315.27,55.77589094883915,0.0
80,4b68f319-82cc-11ec-ba19-f4d1080d95a2,DIAUSDT,rsi,15m,500,2022-01-31 19:30:00,2022-01-31 21:00:00,0.948,0.942,-0.6329113924050639,True,0.953,0.941,29228.4,57.414633047926934,0.0
81,659518df-82cc-11ec-8b79-f4d1080d95a2,BETAUSDT,rsi,15m,500,2022-01-31 19:30:00,2022-01-31 21:00:00,0.39576,0.39161,-1.0486153224176236,True,0.39576,0.39,49167.0,56.60973752915066,0.0
82,487c02f3-82ce-11ec-9697-f4d1080d95a2,SUSHIUSDT,rsi,15m,500,2022-01-31 19:45:00,2022-01-31 21:15:00,4.227,4.217,-0.23657440264964924,True,4.242,4.194,73610.7,62.12582246657286,0.0
83,5febaf57-82d0-11ec-816d-f4d1080d95a2,1INCHUSDT,rsi,15m,500,2022-01-31 20:00:00,2022-01-31 21:30:00,1.68,1.678,-0.11904761904761917,True,1.687,1.669,50272.6,59.754635897759776,0.0
84,6047a3f4-82d0-11ec-84a0-f4d1080d95a2,IOTAUSDT,rsi,15m,500,2022-01-31 20:00:00,2022-01-31 21:30:00,0.83,0.8306,0.07228915662651145,True,0.8335,0.8243,146004.0,59.6641875774736,0.0
85,60c887b9-82d0-11ec-abe2-f4d1080d95a2,MATICUSDT,rsi,15m,500,2022-01-31 20:00:00,2022-01-31 21:30:00,1.627,1.64,0.799016594960043,True,1.642,1.619,568217.6,56.89227671590692,0.0
86,7e832ba0-82d0-11ec-9d46-f4d1080d95a2,CITYUSDT,rsi,15m,500,2022-01-31 20:00:00,2022-01-31 21:30:00,9.6,9.62,0.2083333333333289,True,9.65,9.57,1355.0,63.790996201089776,0.0
87,87dd4325-82d0-11ec-bb3c-f4d1080d95a2,DEXEUSDT,rsi,15m,500,2022-01-31 20:00:00,2022-01-31 20:00:00,6.58,6.48,-1.5197568389057698,True,6.58,6.48,340.63,59.4111715643066,0.0
88,7827e58b-82d2-11ec-ad19-f4d1080d95a2,BNBUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,382.4,382.6,0.05230125523013742,False,384.4,381.4,5985.948,58.21069576684646,0.0
89,78bf9365-82d2-11ec-931e-f4d1080d95a2,ALICEUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,6.85,6.94,1.3138686131386972,False,6.97,6.85,60364.69,56.07967601395999,0.0
90,794c2af1-82d2-11ec-a1d0-f4d1080d95a2,XECUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,7.678e-05,7.606e-05,-0.9377442042198401,False,7.73e-05,7.597e-05,442742161.0,57.45240170387152,0.0
91,7a607cc0-82d2-11ec-aa98-f4d1080d95a2,ICXUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 20:45:00,0.735,0.751,2.1768707482993217,True,0.751,0.734,22733.5,55.71489541364825,0.0
92,838969af-82d2-11ec-800c-f4d1080d95a2,LINAUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,0.0244,0.02442,0.08196721311475075,False,0.02472,0.02421,1924899.81,57.46893973911067,0.0
93,8e82137d-82d2-11ec-a05e-f4d1080d95a2,CVCUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,0.2677,0.2692,0.5603287261860297,False,0.2706,0.2674,137581.0,63.360992096284534,0.0
94,9b6932fc-82d2-11ec-9f0e-f4d1080d95a2,XVGUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,0.01,0.00999,-0.09999999999999593,False,0.01014,0.00988,5954287.0,58.824628037747736,0.0
95,da1c18b5-82d2-11ec-8bcc-f4d1080d95a2,AMPUSDT,rsi,15m,500,2022-01-31 20:15:00,2022-01-31 21:30:00,0.02966,0.02983,0.5731625084288604,False,0.02989,0.02959,85207.0,59.7421550275839,0.0
96,90872add-82d4-11ec-bbc5-f4d1080d95a2,ETHUSDT,rsi,15m,500,2022-01-31 20:30:00,2022-01-31 21:30:00,2674.49,2679.01,0.16900418397527892,False,2694.35,2668.76,3017.3131,61.58656066451501,0.0
97,90e909fb-82d4-11ec-8fed-f4d1080d95a2,BTCUSDT,rsi,15m,500,2022-01-31 20:30:00,2022-01-31 21:30:00,38379.27,38402.11,0.05951129346650883,False,38563.36,38332.51,271.78831,61.2801098422888,0.0
98,aaff7aee-82d6-11ec-89cf-f4d1080d95a2,DOGEUSDT,rsi,15m,500,2022-01-31 20:45:00,2022-01-31 21:30:00,0.1412,0.1412,0.0,False,0.1416,0.141,2875164.0,56.03261157827165,0.0
99,c19ec448-82d8-11ec-9ee3-f4d1080d95a2,ETCUSDT,rsi,15m,500,2022-01-31 21:00:00,2022-01-31 21:30:00,25.5,25.51,0.03921568627451593,False,25.55,25.45,5124.21,63.26602893314218,0.0
100,e246cb38-82d8-11ec-b519-f4d1080d95a2,EPSUSDT,rsi,15m,500,2022-01-31 21:00:00,2022-01-31 21:30:00,0.1624,0.1624,0.0,False,0.1625,0.1618,62695.0,64.08196935335582,0.0
101,e3845573-82d8-11ec-814f-f4d1080d95a2,CTSIUSDT,rsi,15m,500,2022-01-31 21:00:00,2022-01-31 21:30:00,0.4641,0.4647,0.1292824822236564,False,0.4654,0.4628,106045.0,65.28340675373764,0.0
102,00f89ad5-82d9-11ec-90ea-f4d1080d95a2,AVAUSDT,rsi,15m,500,2022-01-31 21:00:00,2022-01-31 21:15:00,1.183,1.18,-0.25359256128487856,False,1.184,1.18,32505.3,62.78957240965133,0.0
103,e393ea44-82da-11ec-a8ea-f4d1080d95a2,UNFIUSDT,rsi,15m,500,2022-01-31 21:15:00,2022-01-31 21:30:00,5.195,5.19,-0.09624639076034443,False,5.195,5.168,3800.4,63.50925696689358,0.0
104,f7f542f8-82dc-11ec-8536-f4d1080d95a2,VIDTUSDT,rsi,15m,500,2022-01-31 21:30:00,2022-01-31 21:30:00,0.4859,0.4863,0.08232146532208509,False,0.4869,0.4859,13805.7,59.41815240834496,0.0
