symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
BNBUSDT,5M,null,500,3.834171210082858,19.17085605041429,519.1708560504143,2021-07-23 16:25:00,2021-07-23 22:35:00,0 days 06:10:00,6490.80370000,1835783.84093300
BNBUSDT,5M,null,500,3.955623294226075,19.778116471130375,519.7781164711304,2021-07-23 17:05:00,2021-07-23 22:35:00,0 days 05:30:00,2602.88550000,735440.68457300
BNBUSDT,5M,null,500,4.349495584179837,21.747477920899186,521.7474779208992,2021-07-23 12:05:00,2021-07-23 23:50:00,0 days 11:45:00,40951.84850000,11767224.46235100
BNBUSDT,5M,null,500,5.703677510608202,28.51838755304101,528.5183875530411,2021-07-23 16:35:00,2021-07-23 23:50:00,0 days 07:15:00,5105.41920000,1445914.07229100
BNBUSDT,5M,null,500,7.747203976566679,38.736019882833396,538.7360198828334,2021-07-23 16:15:00,2021-07-24 04:10:00,0 days 11:55:00,19880.60900000,5622913.43764400
BNBUSDT,5M,null,500,2.799590303857988,13.99795151928994,513.9979515192899,2021-07-25 14:25:00,2021-07-25 23:05:00,0 days 08:40:00,11336.37450000,3329602.79504400
BNBUSDT,5M,null,500,2.5370338838753774,12.685169419376887,512.685169419377,2021-07-25 14:35:00,2021-07-25 23:05:00,0 days 08:30:00,7517.20820000,2209566.08823400
BNBUSDT,5M,null,500,2.719351984208022,13.596759921040109,513.5967599210402,2021-07-25 14:30:00,2021-07-25 23:35:00,0 days 09:05:00,10455.66470000,3068209.58733700
BNBUSDT,5M,null,500,3.0681120883616284,15.340560441808142,515.3405604418081,2021-07-25 14:45:00,2021-07-25 23:40:00,0 days 08:55:00,4648.86940000,1364752.24882300
BNBUSDT,5M,null,500,2.2003185981680593,11.001592990840296,511.00159299084027,2021-07-26 21:35:00,2021-07-27 09:45:00,0 days 12:10:00,21819.54170000,6613231.63657200
BNBUSDT,5M,null,500,1.797633996431167,8.988169982155835,508.9881699821558,2021-07-26 21:40:00,2021-07-27 10:25:00,0 days 12:45:00,10573.04450000,3197929.85834800
BNBUSDT,5M,null,500,1.2044281401162342,6.022140700581171,506.02214070058113,2021-07-30 09:20:00,2021-07-30 15:40:00,0 days 06:20:00,12858.84960000,3969658.11582800
BNBUSDT,5M,null,500,1.3920509985038803,6.960254992519402,506.9602549925194,2021-07-30 09:25:00,2021-07-30 15:45:00,0 days 06:20:00,15800.61000000,4858968.39709200
BNBUSDT,5M,null,500,0.9636722906216798,4.818361453108399,504.8183614531084,2021-08-02 00:40:00,2021-08-02 06:30:00,0 days 05:50:00,12449.96680000,4099992.98158400
BNBUSDT,5M,null,500,1.1420044462039771,5.710022231019886,505.71002223101993,2021-08-02 00:50:00,2021-08-02 06:30:00,0 days 05:40:00,10328.93360000,3389026.88410000
BNBUSDT,5M,null,500,1.3364252151095366,6.682126075547683,506.6821260755476,2021-08-02 01:00:00,2021-08-02 06:30:00,0 days 05:30:00,18538.55680000,6070468.51991200
BNBUSDT,5M,null,500,1.4720672945048867,7.360336472524434,507.3603364725244,2021-08-02 00:45:00,2021-08-02 06:35:00,0 days 05:50:00,7446.02450000,2451602.14328500
